Name,Subject,Level,Candidates,Mean Grade,1%,2%,3%,4%,5%,6%,7%,Session,Year
GEORGIA A LIT HL,GEORGIA A LIT,HL,21,6.38,0,0,0,0,14.3,33.3,52.4,May,2019
GERMAN A LAL HL,GERMAN A LAL,HL,447,5.34,0,0,3.1,19.1,29.4,37.5,10.8,May,2019
GERMAN A LAL SL,GERMAN A LAL,SL,514,5.25,0,0,2.3,21.2,32.9,36.1,7.4,May,2019
GERMAN A LIT HL,GERMAN A LIT,HL,578,5.07,0,0,3,23.3,42.7,25.9,5.2,May,2019
GERMAN A LIT SL,GERMAN A LIT,SL,310,4.96,0,2.3,6.5,26,33.1,22.4,9.7,May,2019
HEBREW A LIT SL,HEBREW A LIT,SL,49,5.96,2,0,0,6.1,14.3,44.9,32.7,May,2019
HINDI A LIT HL,HINDI A LIT,HL,39,5.97,0,0,0,0,33.3,35.9,30.8,May,2019
HINDI A LIT SL,HINDI A LIT,SL,130,5.61,0,1.5,2.3,12.3,22.3,40.8,20.8,May,2019
HUNGARI A LIT HL,HUNGARI A LIT,HL,28,5.89,0,0,0,7.1,28.6,32.1,32.1,May,2019
HUNGARI A LIT SL,HUNGARI A LIT,SL,70,6.21,0,0,0,2.9,14.3,41.4,41.4,May,2019
INDONES A LAL HL,INDONES A LAL,HL,171,5.34,0,0,3,17.3,33.3,35.7,10.7,May,2019
INDONES A LAL SL,INDONES A LAL,SL,258,5.41,0,0,0,10.5,42.6,42.2,4.7,May,2019
INDONES A LIT HL,INDONES A LIT,HL,72,5.79,0,0,0,1.4,31.9,52.8,13.9,May,2019
INDONES A LIT SL,INDONES A LIT,SL,134,5.59,0.7,0,2.2,6.7,29.9,47.8,12.7,May,2019
ITALIAN A LAL HL,ITALIAN A LAL,HL,127,5.68,0,0,0,5.5,30.7,54.3,9.4,May,2019
ITALIAN A LAL SL,ITALIAN A LAL,SL,86,5.85,0,0,0,0,26.7,61.6,11.6,May,2019
ITALIAN A LIT HL,ITALIAN A LIT,HL,193,5.24,0,0,2.1,19.3,40.6,28.6,9.4,May,2019
ITALIAN A LIT SL,ITALIAN A LIT,SL,185,5,0,1.1,5.9,30.3,25.4,29.2,8.1,May,2019
JAPANES A LAL HL,JAPANES A LAL,HL,137,5.93,0,0,0,2.9,17.5,63.5,16.1,May,2019
JAPANES A LAL SL,JAPANES A LAL,SL,115,5.55,0,0,2.6,7.9,32.5,45.6,11.4,May,2019
JAPANES A LIT HL,JAPANES A LIT,HL,102,6.12,0,0,0,0,22.5,43.1,34.3,May,2019
JAPANES A LIT SL,JAPANES A LIT,SL,153,5.99,0,0,2.6,3.9,19.7,38.8,34.9,May,2019
KAZAKH A LIT SL,KAZAKH A LIT,SL,31,4.55,0,0,6.5,45.2,35.5,12.9,0,May,2019
KHMER A LIT HL,KHMER A LIT,HL,28,6.57,0,0,0,0,7.1,28.6,64.3,May,2019
KHMER A LIT SL,KHMER A LIT,SL,18,5.94,0,0,0,5.6,27.8,33.3,33.3,May,2019
KOREAN A LAL HL,KOREAN A LAL,HL,135,6.08,0,0,0,1.5,18.5,50.4,29.6,May,2019
KOREAN A LAL SL,KOREAN A LAL,SL,230,6,0,0,0.4,4.8,14.8,54.6,25.3,May,2019
KOREAN A LIT HL,KOREAN A LIT,HL,127,5.83,0,0,0,2.4,28.6,52.4,16.7,May,2019
KOREAN A LIT SL,KOREAN A LIT,SL,414,5.87,0,0,1,5.3,21.8,49.6,22.3,May,2019
LATVIAN A LIT HL,LATVIAN A LIT,HL,42,5.83,0,0,0,7.1,21.4,52.4,19,May,2019
LITHUAN A LIT HL,LITHUAN A LIT,HL,23,6.09,0,0,0,13,8.7,34.8,43.5,May,2019
LITHUAN A LIT SL,LITHUAN A LIT,SL,71,6,0,0,0,5.6,26.8,29.6,38,May,2019
MACEDON A LIT HL,MACEDON A LIT,HL,41,6.73,0,0,0,0,5,17.5,77.5,May,2019
MACEDON A LIT SL,MACEDON A LIT,SL,23,6.52,0,0,0,0,9.5,28.6,61.9,May,2019
MALAY A LIT SL,MALAY A LIT,SL,267,6.45,0,0,0.4,0.7,1.5,47.9,49.4,May,2019
MOD. GR A LAL HL,MOD. GR A LAL,HL,57,6.05,0,0,0,0,15.8,63.2,21.1,May,2019
MOD. GR A LAL SL,MOD. GR A LAL,SL,119,5.73,0,0,1.7,5,31.9,41.2,20.2,May,2019
MOD. GR A LIT HL,MOD. GR A LIT,HL,33,5.33,0,0,0,18.2,42.4,27.3,12.1,May,2019
MOD. GR A LIT SL,MOD. GR A LIT,SL,274,5.38,0,0.4,1.8,17.6,33.8,32.7,13.6,May,2019
NEPALI A LIT HL,NEPALI A LIT,HL,11,6.64,0,0,0,0,0,36.4,63.6,May,2019
NEPALI A LIT SL,NEPALI A LIT,SL,46,6.5,0,0,0,0,2.2,45.7,52.2,May,2019
NORWEGI A LAL HL,NORWEGI A LAL,HL,40,5.95,0,0,0,2.5,15,67.5,15,May,2019
NORWEGI A LAL SL,NORWEGI A LAL,SL,34,5.71,0,0,0,11.8,17.6,58.8,11.8,May,2019
NORWEGI A LIT HL,NORWEGI A LIT,HL,200,5.44,0,0,3.6,14.7,29.9,37.6,14.2,May,2019
NORWEGI A LIT SL,NORWEGI A LIT,SL,178,5.1,0,1.2,7.5,22.5,30.1,26.6,12.1,May,2019
PERSIAN A LIT HL,PERSIAN A LIT,HL,21,3.43,0,4.8,61.9,19,14.3,0,0,May,2019
PERSIAN A LIT SL,PERSIAN A LIT,SL,51,3.86,2,12,28,28,18,10,2,May,2019
POLISH A LIT HL,POLISH A LIT,HL,160,5.48,0,0,1.3,13.8,36.3,33.1,15.6,May,2019
POLISH A LIT SL,POLISH A LIT,SL,928,5.41,0,0,1.8,15.9,33.7,36.8,11.8,May,2019
PORTUGU A LAL HL,PORTUGU A LAL,HL,368,5.42,0,0,0.8,21.2,25.3,40.5,12.2,May,2019
PORTUGU A LAL SL,PORTUGU A LAL,SL,160,5.42,0,0,0,14.4,40,35,10.6,May,2019
PORTUGU A LIT HL,PORTUGU A LIT,HL,70,5.44,0,0,0,10.3,45.6,33.8,10.3,May,2019
PORTUGU A LIT SL,PORTUGU A LIT,SL,86,5.38,0,0,2.4,21.2,28.2,32.9,15.3,May,2019
ROMANIA A LIT HL,ROMANIA A LIT,HL,28,6.46,0,0,0,0,0,53.6,46.4,May,2019
ROMANIA A LIT SL,ROMANIA A LIT,SL,29,6.54,0,0,0,0,10.7,25,64.3,May,2019
RUSSIAN A LAL HL,RUSSIAN A LAL,HL,48,5.92,0,0,0,2.1,31.3,39.6,27.1,May,2019
RUSSIAN A LAL SL,RUSSIAN A LAL,SL,136,5.74,0,0,0,4.4,29.4,54.4,11.8,May,2019
RUSSIAN A LIT HL,RUSSIAN A LIT,HL,129,5.36,0,0,7.8,15.6,28.1,29.7,18.8,May,2019
RUSSIAN A LIT SL,RUSSIAN A LIT,SL,268,4.91,0,1.9,10.6,23.2,33.1,20.9,10.3,May,2019
SERBIAN A LIT HL,SERBIAN A LIT,HL,49,5.76,0,0,0,4.1,24.5,63.3,8.2,May,2019
SERBIAN A LIT SL,SERBIAN A LIT,SL,43,6.05,0,0,0,2.3,14,60.5,23.3,May,2019
SESOTHO A LIT HL,SESOTHO A LIT,HL,20,6.15,0,0,0,0,5,75,20,May,2019
SLOVAK A LIT HL,SLOVAK A LIT,HL,14,5.86,0,0,0,7.1,28.6,35.7,28.6,May,2019
SLOVAK A LIT SL,SLOVAK A LIT,SL,56,5.75,0,0,3.6,7.1,23.2,42.9,23.2,May,2019
SLOVENE A LIT HL,SLOVENE A LIT,HL,71,6.24,0,0,0,4.2,7,49.3,39.4,May,2019
SPANISH A LAL HL,SPANISH A LAL,HL,2751,4.87,0,1.1,7.5,24.1,42.9,20.1,4.4,May,2019
SPANISH A LAL SL,SPANISH A LAL,SL,1245,4.76,0,2.8,12.9,24.5,30.6,23.5,5.7,May,2019
SPANISH A LIT HL,SPANISH A LIT,HL,6307,4.52,0,2.1,14.4,33.1,32.3,15.1,2.8,May,2019
SPANISH A LIT SL,SPANISH A LIT,SL,676,4.93,0,1.3,8.1,26,32.5,24.6,7.5,May,2019
SWAHILI A LIT HL,SWAHILI A LIT,HL,11,5.9,0,0,0,0,20,70,10,May,2019
SWAHILI A LIT SL,SWAHILI A LIT,SL,49,5.63,0,0,4.1,14.3,18.4,40.8,22.4,May,2019
SWEDISH A LAL HL,SWEDISH A LAL,HL,68,5.33,0,0,1.5,20.9,32.8,32.8,11.9,May,2019
SWEDISH A LAL SL,SWEDISH A LAL,SL,192,5.37,0,0.5,2.1,16,30.9,42,8.5,May,2019
SWEDISH A LIT HL,SWEDISH A LIT,HL,148,5.44,0,0,1.4,16,31.9,38.9,11.8,May,2019
SWEDISH A LIT SL,SWEDISH A LIT,SL,205,5.42,0,0.5,3,14.6,32.2,35.2,14.6,May,2019
THAI A LAL HL,THAI A LAL,HL,53,5.79,0,0,0,7.5,30.2,37.7,24.5,May,2019
THAI A LAL SL,THAI A LAL,SL,159,5.84,0,0,0,6.3,23.9,49.1,20.8,May,2019
THAI A LIT SL,THAI A LIT,SL,39,4.95,0,2.6,10.3,30.8,23.1,12.8,20.5,May,2019
TURKISH A LIT HL,TURKISH A LIT,HL,387,5.46,0,0.3,1.3,10.6,36.5,42.7,8.5,May,2019
TURKISH A LIT SL,TURKISH A LIT,SL,378,5.55,0,0.5,2.4,12.7,27,40.5,16.9,May,2019
UKRAINI A LIT SL,UKRAINI A LIT,SL,11,6.67,0,0,0,0,0,33.3,66.7,May,2019
URDU A LIT SL,URDU A LIT,SL,45,6,0,0,0,2.3,20.5,52.3,25,May,2019
VIETNAM A LIT HL,VIETNAM A LIT,HL,53,5.68,0,0,0,3.8,34,52.8,9.4,May,2019
VIETNAM A LIT SL,VIETNAM A LIT,SL,133,5.26,0,0.8,1.6,19.4,38.8,27.9,0,May,2019
ARABIC AB. SL,ARABIC AB.,SL,389,4.54,0,8.6,17.7,23.4,19,24.2,7.3,May,2019
ARABIC B HL,ARABIC B,HL,1130,5.79,0,0,1.2,9.3,20.7,47.1,21.8,May,2019
ARABIC B SL,ARABIC B,SL,535,5.66,0,0.2,1.1,10.3,24.3,49.4,14.6,May,2019
BEG. HINDI SL,BEG. HINDI,SL,16,5.25,0,0,0,37.5,18.8,25,18.8,May,2019
CHINESE B HL,CHINESE B,HL,962,6.31,0,0.1,0.4,1.8,8.5,44.5,44.7,May,2019
CHINESE B SL,CHINESE B,SL,2514,6.01,0,0.6,3.1,6.4,16.8,31.2,42,May,2019
CLASS.GREEK SL,CLASS.GREEK,SL,15,6.2,0,0,0,13.3,13.3,13.3,60,May,2019
DANISH B HL,DANISH B,HL,235,5.49,0,0.4,6.8,13.2,21.4,38.9,19.2,May,2019
DANISH B SL,DANISH B,SL,40,4.82,0,0,18.4,23.7,26.3,21.1,10.5,May,2019
DUTCH B HL,DUTCH B,HL,127,5.94,0,0,0,4.7,18.1,55.1,22,May,2019
DUTCH B SL,DUTCH B,SL,144,5.49,0,0,2.1,13.2,33.3,36.1,15.3,May,2019
ENGLISH AB. SL,ENGLISH AB.,SL,1934,4.48,0.4,5.9,20.9,22.3,26.2,17.4,7,May,2019
ENGLISH B HL,ENGLISH B,HL,16447,5.73,0,0,0.6,5.7,25.5,56.1,12.1,May,2019
ENGLISH B SL,ENGLISH B,SL,2675,5.76,0,0.2,1.9,7.6,21.8,48.8,19.7,May,2019
FINNISH B HL,FINNISH B,HL,20,5.7,0,0,0,5,35,45,15,May,2019
FINNISH B SL,FINNISH B,SL,57,5.81,0,0,1.8,12.3,17.5,40.4,28.1,May,2019
FRENCH AB. SL,FRENCH AB.,SL,3883,4.9,0.2,3.3,11.3,23.3,26.1,24.5,11.2,May,2019
FRENCH B HL,FRENCH B,HL,3753,5.15,0.1,2.3,10.7,17.7,23.5,29.5,16.2,May,2019
FRENCH B SL,FRENCH B,SL,12196,5.04,0.1,1.8,8.2,22.9,27.4,30.5,9.1,May,2019
GERMAN AB. SL,GERMAN AB.,SL,1253,5,0,1,11.1,23.1,25.7,29.4,9.6,May,2019
GERMAN B HL,GERMAN B,HL,1617,5.68,0,0,2.2,10,24.6,43.8,19.4,May,2019
GERMAN B SL,GERMAN B,SL,1972,5.1,0,0.9,9.3,21.4,27.3,28.8,12.2,May,2019
HEBREW B SL,HEBREW B,SL,55,5.87,0,0,0,7.4,25.9,38.9,27.8,May,2019
HINDI B HL,HINDI B,HL,454,5.44,0,0,0.9,11.1,38.7,42.3,7.1,May,2019
HINDI B SL,HINDI B,SL,925,5.8,0,0,0.3,3.6,24.3,59.2,12.6,May,2019
INDONESIAN B HL,INDONESIAN B,HL,223,6.16,0,0,0.5,1.8,9.9,56.8,31.1,May,2019
INDONESIAN B SL,INDONESIAN B,SL,179,6.01,0,0,0.6,3.4,16.9,52.8,26.4,May,2019
ITALIAN AB. SL,ITALIAN AB.,SL,592,4.88,0,1.2,10.1,28.2,28.5,23.8,8.2,May,2019
ITALIAN B HL,ITALIAN B,HL,186,5.94,0,1.1,8.6,4.3,11.3,30.6,44.1,May,2019
ITALIAN B SL,ITALIAN B,SL,407,4.8,0,2.7,20.4,23.9,18.4,16.4,18.2,May,2019
JAPANESE AB. SL,JAPANESE AB.,SL,439,5.03,0.5,3.5,13.3,17.7,22.1,26.6,16.3,May,2019
JAPANESE B HL,JAPANESE B,HL,102,6.12,0,1,1,9.9,10.9,27.7,49.5,May,2019
JAPANESE B SL,JAPANESE B,SL,372,5.09,0,0.6,7.5,26.1,27.8,24.7,13.3,May,2019
KOREAN B HL,KOREAN B,HL,40,6.34,0,0,0,0,10.5,44.7,44.7,May,2019
KOREAN B SL,KOREAN B,SL,64,5.35,0,1.7,5,18.3,28.3,25,21.7,May,2019
LATIN HL,LATIN,HL,329,4.2,1.5,15.4,24,15.1,19.4,13.5,11.1,May,2019
LATIN SL,LATIN,SL,917,3.91,0.3,11.2,32.4,26.7,15.1,10.4,3.8,May,2019
MALAY AB. SL,MALAY AB.,SL,49,6.22,0,0,0,2,16.3,38.8,42.9,May,2019
MANDARIN AB. SL,MANDARIN AB.,SL,1413,5.41,0.2,1.9,7.8,15,20.7,29.8,24.5,May,2019
NORWEGIAN B HL,NORWEGIAN B,HL,159,5.6,0,1.3,4.5,9.6,22.4,41.7,20.5,May,2019
NORWEGIAN B SL,NORWEGIAN B,SL,76,5.37,0,0,8,16,28,26.7,21.3,May,2019
PORTUGUESE B HL,PORTUGUESE B,HL,62,6.21,0,0,0,3.2,16.1,37.1,43.5,May,2019
PORTUGUESE B SL,PORTUGUESE B,SL,63,5.92,0,0,0,6.3,28.6,31.7,33.3,May,2019
RUSSIAN AB. SL,RUSSIAN AB.,SL,108,5.26,0,0.9,13.1,24.3,12.1,19.6,29.9,May,2019
RUSSIAN B HL,RUSSIAN B,HL,99,6.54,0,0,0,0,6.1,33.7,60.2,May,2019
RUSSIAN B SL,RUSSIAN B,SL,112,6.13,0,0,0.9,6.4,9.1,46.4,37.3,May,2019
SPANISH AB. SL,SPANISH AB.,SL,7760,4.97,0.1,2.8,9.4,24.1,25.6,27.3,10.7,May,2019
SPANISH B HL,SPANISH B,HL,8343,5.32,0,1.3,6.2,14.9,29.1,33,15.4,May,2019
SPANISH B SL,SPANISH B,SL,20612,5.03,0,0.7,9.2,23.5,28.5,28.9,9.2,May,2019
SWAHILI AB. SL,SWAHILI AB.,SL,47,5.53,0,0,2.1,10.6,29.8,46.8,10.6,May,2019
SWAHILI B HL,SWAHILI B,HL,38,5.89,0,0,0,2.6,23.7,55.3,18.4,May,2019
SWAHILI B SL,SWAHILI B,SL,79,5.42,0,0,1.3,13.9,38,35.4,0,May,2019
SWEDISH B HL,SWEDISH B,HL,189,5.49,0,0,3.7,14.4,26.1,41,0,May,2019
SWEDISH B SL,SWEDISH B,SL,158,5.09,0,1.3,9.6,22.3,24.8,29.9,0,May,2019
ART HISTORY SL,ART HISTORY,SL,137,4.95,0.8,5.5,10.9,15.6,29.7,23.4,14.1,May,2019
BRAZ.SOC.STUD SL,BRAZ.SOC.STUD,SL,164,4.92,0,3,11,24.4,25,25.6,11,May,2019
BUS MAN HL,BUS MAN,HL,14296,4.8,0.2,3.4,10.4,26.5,28.5,23.9,7.2,May,2019
BUS MAN SL,BUS MAN,SL,7388,4.8,0.5,4.6,10.1,23.6,30.5,21.2,9.4,May,2019
CHILE & PAC. SL,CHILE AND PAC.,SL,38,5.43,0,0,0,5.4,51.4,37.8,5.4,May,2019
CL.GK.ROM.ST. SL,CL.GK.ROM.ST.,SL,44,5.4,0,2.5,10,15,20,22.5,30,May,2019
ECONOMICS HL,ECONOMICS,HL,16441,5.1,0.4,2.5,8,18,30.5,27.5,13.1,May,2019
ECONOMICS SL,ECONOMICS,SL,9203,4.67,1,5.5,16.3,20.8,24.8,21.8,9.8,May,2019
GEOGRAPHY HL,GEOGRAPHY,HL,5489,5.19,0,0.6,6.6,17.7,36.2,25.4,13.4,May,2019
GEOGRAPHY SL,GEOGRAPHY,SL,3875,4.8,0.2,2.9,13.9,22,30.8,20.9,9.2,May,2019
GLOB. POL HL,GLOB. POL,HL,2260,5.09,0.1,1,5.4,20.8,37.1,27.6,8,May,2019
GLOB. POL SL,GLOB. POL,SL,1306,4.77,0.1,2.9,10.8,24.9,35.5,18.8,7.1,May,2019
HISTORY HL,HISTORY,HL,43520,4.29,0.2,4.6,15.5,38.5,29.1,10,2,May,2019
HISTORY SL,HISTORY,SL,7930,4.46,0.1,4,10.9,35.9,34.8,11.9,2.2,May,2019
ITGS HL,ITGS,HL,1420,4.35,0.4,3.9,15.5,34.8,32.1,12.4,0.8,May,2019
ITGS SL,ITGS,SL,1457,4.33,0.2,6.1,17.6,30.1,30.1,13.9,2,May,2019
PHILOSOPHY HL,PHILOSOPHY,HL,1749,4.93,0.2,1,9.2,25.1,32.2,24.6,7.8,May,2019
PHILOSOPHY SL,PHILOSOPHY,SL,2392,4.77,0,1.7,13.2,25.8,31.5,21.1,6.7,May,2019
POLITICAL TH. SL,POLITICAL TH.,SL,23,5.48,0,0,8.7,8.7,26.1,39.1,17.4,May,2019
PSYCHOLOGY HL,PSYCHOLOGY,HL,11066,4.71,0.2,3.2,12.2,25.7,31.1,23.7,3.9,May,2019
PSYCHOLOGY SL,PSYCHOLOGY,SL,10445,4.39,0.8,8.6,14.3,27.6,27.9,17.2,3.5,May,2019
SOC.CUL.ANTH. HL,SOC.CUL.ANTH.,HL,754,4.83,0.1,2.8,13,25.8,26.2,20.6,11.6,May,2019
SOC.CUL.ANTH. SL,SOC.CUL.ANTH.,SL,1895,4.51,0.2,3.2,15.9,31.8,28.4,16.7,3.9,May,2019
TURK 20TH CEN SL,TURK 20TH CEN,SL,487,5.43,0,1,3.1,12.4,32,38.6,13,May,2019
WLD ART CULT SL,WLD ART CULT,SL,56,5.73,0,0,0,9.1,25.5,49.1,16.4,May,2019
WORLD RELIG. SL,WORLD RELIG.,SL,5,2.1,14.4,31.4,29,18.4,4.5,0,0,May,2019
ASTRONOMY SL,ASTRONOMY,SL,25,4.68,0,0,12,36,32,12,8,May,2019
BIOLOGY HL,BIOLOGY,HL,30925,4.34,1.2,8.3,18.5,26.9,23,16.1,0,May,2019
BIOLOGY SL,BIOLOGY,SL,21318,4.18,0.9,10.8,21.8,26.6,20.5,14.4,0,May,2019
CHEMISTRY HL,CHEMISTRY,HL,16838,4.51,1.1,8.8,17.9,20.1,23,20.2,0,May,2019
CHEMISTRY SL,CHEMISTRY,SL,15947,4.02,2.9,15.6,22.5,21.3,17,15.1,0,May,2019
COMPUTER SC. HL,COMPUTER SC.,HL,2234,4.22,2,11.6,17.9,24.2,25.3,13.3,0,May,2019
COMPUTER SC. SL,COMPUTER SC.,SL,2192,3.85,2.3,17.1,24.7,24.1,16.4,11.5,0,May,2019
DESIGN TECH. HL,DESIGN TECH.,HL,1280,4.47,0.3,4.9,15.7,30.7,27.5,17.2,0,May,2019
DESIGN TECH. SL,DESIGN TECH.,SL,1084,3.97,0,8.5,28.1,32.4,21.8,7.5,0,May,2019
FOOD SCI.TECH SL,FOOD SCI.TECH,SL,19,5.84,0,0,5.3,0,21.1,52.6,0,May,2019
MARINE SCI. SL,MARINE SCI.,SL,191,4.33,0,10.7,21.3,24.7,21.3,11.2,0,May,2019
NOS SL,NOS,SL,193,4.37,0,11.4,15,25.4,26.4,16.6,0,May,2019
PHYSICS HL,PHYSICS,HL,13900,4.65,0.7,6.4,18.5,20.8,22.2,17.4,0,May,2019
PHYSICS SL,PHYSICS,SL,12530,4.04,1.7,13.1,26.7,23.1,17.2,10,0,May,2019
SPORTS EX SCI HL,SPORTS EX SCI,HL,621,4.9,0,3.9,12.7,21,26.7,23.6,0,May,2019
SPORTS EX SCI SL,SPORTS EX SCI,SL,2597,3.95,0.9,13.9,27.1,23.4,20.8,10.2,0,May,2019
FURTH. MATHS HL,FURTH. MATHS,HL,279,4.71,3.8,10.6,14.4,16.3,14.4,17.8,22.7,May,2019
MATH.STUDIES SL,MATH.STUDIES,SL,36880,4.18,3.1,11.6,17,24.5,25.5,13.5,4.8,May,2019
MATHEMATICS HL,MATHEMATICS,HL,16066,4.69,1.1,7.2,13.5,21.9,24.8,18.6,12.8,May,2019
MATHEMATICS SL,MATHEMATICS,SL,49961,4.19,2,12.4,19.9,23.3,21.2,14.9,6.2,May,2019
DANCE HL,DANCE,HL,364,4.8,0,2.5,11.3,25.2,32.9,20.7,7.4,May,2019
DANCE SL,DANCE,SL,282,4.23,0,4.5,32.8,23.1,18.7,16.8,4.1,May,2019
FILM HL,FILM,HL,2603,4.4,0.3,6.3,15.3,31.3,29.1,13.8,3.9,May,2019
FILM SL,FILM,SL,1353,4.09,0.4,8.6,21.8,36.5,19.2,10.8,2.7,May,2019
MUSIC HL,MUSIC,HL,1403,4.71,0.1,3.2,17.3,22.2,28.5,19.9,8.7,May,2019
MUSIC SL,MUSIC,SL,2308,4.66,0.3,1.6,13.8,30.9,27.5,21.9,4.1,May,2019
THEATRE HL,THEATRE,HL,2658,4.88,0.3,3,10.6,24.3,27.6,24.8,9.4,May,2019
THEATRE SL,THEATRE,SL,1319,4.46,0.8,7.4,14.5,29.3,25.8,14.5,7.7,May,2019
VISUAL ARTS HL,VISUAL ARTS,HL,10201,4.27,0.1,4.8,23.8,29.5,26.2,12.9,2.7,May,2019
